ERROR 2018-10-23 16:32:17,341 exception 80 Invalid HTTP_HOST header: '127.0.0.1:8000'. You may need to add '127.0.0.1' to ALLOWED_HOSTS.
INFO 2018-10-28 09:07:35,603 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:07:42,682 basehttp 124 "GET /oauth/qq/user/?code=6A57CBD7931D87E58B421BF3578A7330 HTTP/1.1" 200 476
INFO 2018-10-28 09:07:44,149 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
ERROR 2018-10-28 09:10:11,136 units 60 code=None msg=None
INFO 2018-10-28 09:10:11,140 basehttp 124 "GET /oauth/qq/user/?code=6A57CBD7931D87E58B421BF3578A7330 HTTP/1.1" 200 29
INFO 2018-10-28 09:10:24,443 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
INFO 2018-10-28 09:10:52,390 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 57
INFO 2018-10-28 09:11:19,425 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:11:55,920 basehttp 124 "GET /oauth/qq/user/?code=E8DBDD32AE18846E25FACCC92B839945 HTTP/1.1" 200 476
INFO 2018-10-28 09:12:10,501 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
ERROR 2018-10-28 09:13:57,087 units 60 code=None msg=None
INFO 2018-10-28 09:13:57,091 basehttp 124 "GET /oauth/qq/user/?code=E8DBDD32AE18846E25FACCC92B839945 HTTP/1.1" 200 29
INFO 2018-10-28 09:14:07,285 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:14:15,860 basehttp 124 "GET /oauth/qq/user/?code=B5F0A21CE205E410BD869E5436110551 HTTP/1.1" 200 476
INFO 2018-10-28 09:14:21,636 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
ERROR 2018-10-28 09:16:50,902 units 60 code=None msg=None
INFO 2018-10-28 09:16:50,907 basehttp 124 "GET /oauth/qq/user/?code=B5F0A21CE205E410BD869E5436110551 HTTP/1.1" 200 29
INFO 2018-10-28 09:17:01,288 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:17:08,928 basehttp 124 "GET /oauth/qq/user/?code=0A4E10ABD273356965C2E9B3AEA05400 HTTP/1.1" 200 476
INFO 2018-10-28 09:17:17,752 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
INFO 2018-10-28 09:17:46,165 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
ERROR 2018-10-28 09:19:10,498 exceptions 25 [<oauth.views.QoauthUserView object at 0x7f3ad42e6550>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 09:19:30,125 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
ERROR 2018-10-28 09:22:34,339 units 60 code=None msg=None
INFO 2018-10-28 09:22:34,344 basehttp 124 "GET /oauth/qq/user/?code=0A4E10ABD273356965C2E9B3AEA05400 HTTP/1.1" 200 29
INFO 2018-10-28 09:22:44,670 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:22:53,403 basehttp 124 "GET /oauth/qq/user/?code=53A39BF76CBF028CED769711E09DA9F1 HTTP/1.1" 200 476
INFO 2018-10-28 09:22:55,468 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
INFO 2018-10-28 09:23:33,203 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 49
INFO 2018-10-28 09:23:52,140 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:24:00,029 basehttp 124 "GET /oauth/qq/user/?code=A32F1610FD329B8A8F5FAEC85CA5E4B3 HTTP/1.1" 200 476
INFO 2018-10-28 09:24:01,786 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
INFO 2018-10-28 09:24:32,110 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 49
INFO 2018-10-28 09:25:48,336 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:25:55,176 basehttp 124 "GET /oauth/qq/user/?code=274594E7DED59F69128B6C104F2DEC77 HTTP/1.1" 200 476
INFO 2018-10-28 09:26:00,182 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
ERROR 2018-10-28 09:26:45,316 exceptions 25 [<oauth.views.QoauthUserView object at 0x7f0eba790908>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 09:26:45,320 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
ERROR 2018-10-28 09:26:49,783 exceptions 25 [<oauth.views.QoauthUserView object at 0x7f0eba7b62b0>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 09:26:49,784 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
ERROR 2018-10-28 09:26:50,740 exceptions 25 [<oauth.views.QoauthUserView object at 0x7f0eba790438>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 09:26:50,741 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
ERROR 2018-10-28 09:26:50,910 exceptions 25 [<oauth.views.QoauthUserView object at 0x7f0eba7b67b8>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 09:26:50,911 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
ERROR 2018-10-28 09:26:57,044 exceptions 25 [<oauth.views.QoauthUserView object at 0x7f0eba747f28>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 09:26:57,046 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
ERROR 2018-10-28 09:27:00,243 units 60 code=None msg=None
INFO 2018-10-28 09:27:00,244 basehttp 124 "GET /oauth/qq/user/?code=274594E7DED59F69128B6C104F2DEC77 HTTP/1.1" 200 29
INFO 2018-10-28 09:27:04,399 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
INFO 2018-10-28 09:27:35,017 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 57
INFO 2018-10-28 09:28:10,174 basehttp 124 "OPTIONS /authorizations/ HTTP/1.1" 200 0
INFO 2018-10-28 09:28:10,333 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 216
INFO 2018-10-28 09:32:49,836 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:33:03,408 basehttp 124 "GET /oauth/qq/user/?code=9219F620987CB043462368B173BBC222 HTTP/1.1" 200 476
INFO 2018-10-28 09:33:08,725 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
INFO 2018-10-28 09:33:37,843 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
INFO 2018-10-28 09:35:52,080 basehttp 124 "GET /oauth/qq/user/?code=F0814DB84B6E5A825B2A81B03D301C29 HTTP/1.1" 200 476
INFO 2018-10-28 09:35:53,678 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
INFO 2018-10-28 09:36:25,499 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 49
INFO 2018-10-28 09:37:52,022 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:37:58,896 basehttp 124 "GET /oauth/qq/user/?code=286F0179600F268A125EAD4CEF2A79FA HTTP/1.1" 200 476
INFO 2018-10-28 09:38:00,450 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
ERROR 2018-10-28 09:38:06,167 units 60 code=None msg=None
INFO 2018-10-28 09:38:06,174 basehttp 124 "GET /oauth/qq/user/?code=286F0179600F268A125EAD4CEF2A79FA HTTP/1.1" 200 29
INFO 2018-10-28 09:38:10,547 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
INFO 2018-10-28 09:38:49,214 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 57
INFO 2018-10-28 09:39:21,306 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:39:31,079 basehttp 124 "GET /oauth/qq/user/?code=748771310BE72A1E340465FE52C822D9 HTTP/1.1" 200 476
INFO 2018-10-28 09:39:36,578 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
ERROR 2018-10-28 09:40:06,128 exceptions 25 [<oauth.views.QoauthUserView object at 0x7fdecad1e9b0>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 09:40:06,133 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
INFO 2018-10-28 09:41:39,463 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:41:47,201 basehttp 124 "GET /oauth/qq/user/?code=B1839AB7514F5D020DAD99B2CD5B02CF HTTP/1.1" 200 476
INFO 2018-10-28 09:41:52,014 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
ERROR 2018-10-28 09:42:28,371 exceptions 25 [<oauth.views.QoauthUserView object at 0x7ffbbc72a550>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 09:42:28,374 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
ERROR 2018-10-28 09:42:30,237 exceptions 25 [<oauth.views.QoauthUserView object at 0x7ffbbc73bf28>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 09:42:30,242 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
INFO 2018-10-28 09:45:02,212 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:45:11,820 basehttp 124 "GET /oauth/qq/user/?code=2F146FB72A69DF6D3584A0E8A019B837 HTTP/1.1" 200 476
INFO 2018-10-28 09:45:15,916 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
INFO 2018-10-28 09:45:50,033 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
ERROR 2018-10-28 09:45:50,149 exceptions 25 [<oauth.views.QoauthUserView object at 0x7fdb077efbe0>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 09:45:50,153 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
INFO 2018-10-28 09:47:16,074 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:47:23,149 basehttp 124 "GET /oauth/qq/user/?code=77955EDC630CCBA8BD17681194A54284 HTTP/1.1" 200 476
INFO 2018-10-28 09:47:30,419 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
ERROR 2018-10-28 09:47:58,005 exceptions 25 [<oauth.views.QoauthUserView object at 0x7fe2985bf6a0>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 09:47:58,008 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
INFO 2018-10-28 09:50:29,922 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:50:47,746 basehttp 124 "GET /oauth/qq/user/?code=2FC386BAB775BEFB93D0DC6CBBCE313D HTTP/1.1" 200 476
INFO 2018-10-28 09:50:52,317 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
INFO 2018-10-28 09:51:19,476 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 222
INFO 2018-10-28 09:52:11,940 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:52:20,038 basehttp 124 "GET /oauth/qq/user/?code=587249D1BD54D95CDF3E089F91124589 HTTP/1.1" 200 476
INFO 2018-10-28 09:52:30,456 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
INFO 2018-10-28 09:53:03,890 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 58
INFO 2018-10-28 09:54:29,000 basehttp 124 "OPTIONS /authorizations/ HTTP/1.1" 200 0
INFO 2018-10-28 09:54:29,257 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 216
INFO 2018-10-28 09:57:49,212 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 09:57:58,439 basehttp 124 "GET /oauth/qq/user/?code=BFC3DBCB9023DEB6FF966F3D1F83DD3D HTTP/1.1" 200 476
INFO 2018-10-28 09:58:03,461 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
INFO 2018-10-28 09:58:38,203 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
ERROR 2018-10-28 10:02:02,701 units 60 code=None msg=None
INFO 2018-10-28 10:02:02,705 basehttp 124 "GET /oauth/qq/user/?code=BFC3DBCB9023DEB6FF966F3D1F83DD3D HTTP/1.1" 200 29
INFO 2018-10-28 10:02:04,442 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
INFO 2018-10-28 10:02:35,972 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 57
INFO 2018-10-28 10:02:56,224 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 10:03:03,955 basehttp 124 "GET /oauth/qq/user/?code=7D638263E6626644153AB5668AE67E5F HTTP/1.1" 200 476
INFO 2018-10-28 10:03:17,535 basehttp 124 "GET /sms_code/13929852254/ HTTP/1.1" 200 16
ERROR 2018-10-28 10:05:38,643 exception 135 Internal Server Error: /oauth/qq/user/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo/meiduo/apps/oauth/views.py", line 61, in post
    qquser=serializer.save()
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/serializers.py", line 216, in save
    '`create()` did not return an object instance.'
AssertionError: `create()` did not return an object instance.
ERROR 2018-10-28 10:05:55,641 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 500 19265
INFO 2018-10-28 10:09:38,512 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 10:09:45,440 basehttp 124 "GET /oauth/qq/user/?code=F6A2BEFD2F5138A4D6BFAB948A00D346 HTTP/1.1" 200 476
INFO 2018-10-28 10:09:57,983 basehttp 124 "GET /sms_code/13929852254/ HTTP/1.1" 200 16
INFO 2018-10-28 10:10:26,340 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
INFO 2018-10-28 10:10:26,433 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 222
INFO 2018-10-28 10:28:27,615 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 10:28:30,190 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 10:29:57,115 basehttp 124 "GET /oauth/qq/user/?code=AC11552BC2C7B426D9047E78239B2E3E HTTP/1.1" 200 476
INFO 2018-10-28 10:30:06,774 basehttp 124 "GET /sms_code/13929852254/ HTTP/1.1" 200 16
INFO 2018-10-28 10:30:35,814 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
INFO 2018-10-28 10:30:35,946 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 222
INFO 2018-10-28 10:31:33,382 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 10:31:46,982 basehttp 124 "GET /oauth/qq/user/?code=2DF5E3DDDED2F6F4187CE98D17C151AD HTTP/1.1" 200 476
INFO 2018-10-28 10:31:48,550 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
INFO 2018-10-28 10:32:17,886 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 49
INFO 2018-10-28 10:34:22,078 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 10:34:47,457 basehttp 124 "GET /oauth/qq/user/?code=1D268BC3BFBC276236ECFB49CCA7AC83 HTTP/1.1" 200 476
INFO 2018-10-28 10:34:55,270 basehttp 124 "GET /sms_code/13929852254/ HTTP/1.1" 200 16
INFO 2018-10-28 10:35:30,591 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 222
INFO 2018-10-28 10:36:16,439 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 10:36:33,093 basehttp 124 "GET /oauth/qq/user/?code=ABDD18F6F65611E673D1EC6CED9C2EC6 HTTP/1.1" 200 476
INFO 2018-10-28 10:36:45,768 basehttp 124 "GET /sms_code/13929852254/ HTTP/1.1" 200 16
INFO 2018-10-28 10:37:12,470 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 222
INFO 2018-10-28 10:38:34,879 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 10:38:50,573 basehttp 124 "GET /oauth/qq/user/?code=0719C563B5A8D503ABE2CF0AC023B927 HTTP/1.1" 200 476
INFO 2018-10-28 10:38:58,580 basehttp 124 "GET /sms_code/13929852254/ HTTP/1.1" 200 16
INFO 2018-10-28 10:40:46,399 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 222
INFO 2018-10-28 10:42:02,238 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 10:42:17,492 basehttp 124 "GET /oauth/qq/user/?code=FCD5192E3B71A5544B7E68ACC6BA602D HTTP/1.1" 200 476
INFO 2018-10-28 10:42:24,859 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
INFO 2018-10-28 10:42:52,038 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
INFO 2018-10-28 10:43:54,767 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 222
INFO 2018-10-28 10:48:34,222 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 10:48:47,288 basehttp 124 "GET /oauth/qq/user/?code=319DBF6A18BCE0F6A9BABB6169C556BB HTTP/1.1" 200 476
INFO 2018-10-28 10:49:07,838 basehttp 124 "GET /sms_code/13412345678/ HTTP/1.1" 200 16
ERROR 2018-10-28 10:50:19,762 units 60 code=None msg=None
INFO 2018-10-28 10:50:19,767 basehttp 124 "GET /oauth/qq/user/?code=319DBF6A18BCE0F6A9BABB6169C556BB HTTP/1.1" 200 29
INFO 2018-10-28 10:51:00,137 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 10:51:14,325 basehttp 124 "GET /oauth/qq/user/?code=35FBA54B767B27C3C20C5EC69D2CFF81 HTTP/1.1" 200 476
INFO 2018-10-28 10:51:15,838 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
INFO 2018-10-28 10:52:02,916 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
INFO 2018-10-28 10:52:02,998 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 49
INFO 2018-10-28 11:07:02,950 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 11:07:10,579 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 11:07:14,637 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 11:08:53,877 basehttp 124 "GET /oauth/qq/user/?code=62A9A79ECBCB15D20AE0D35B1F587AF0 HTTP/1.1" 200 476
INFO 2018-10-28 11:09:03,052 basehttp 124 "GET /sms_code/13929852254/ HTTP/1.1" 200 16
INFO 2018-10-28 11:09:42,910 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
ERROR 2018-10-28 11:09:42,992 exception 135 Internal Server Error: /oauth/qq/user/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo/meiduo/apps/oauth/views.py", line 61, in post
    qquser=serializer.save()
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/serializers.py", line 216, in save
    '`create()` did not return an object instance.'
AssertionError: `create()` did not return an object instance.
ERROR 2018-10-28 11:09:43,122 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 500 18585
INFO 2018-10-28 11:09:47,889 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 219
INFO 2018-10-28 11:12:08,486 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 11:12:25,204 basehttp 124 "GET /oauth/qq/user/?code=D3502587F9158C3ABF861CB4EB0179DD HTTP/1.1" 200 476
INFO 2018-10-28 11:12:27,172 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
ERROR 2018-10-28 11:13:01,017 exception 135 Internal Server Error: /oauth/qq/user/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo/meiduo/apps/oauth/views.py", line 61, in post
    qquser=serializer.save()
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/serializers.py", line 216, in save
    '`create()` did not return an object instance.'
AssertionError: `create()` did not return an object instance.
ERROR 2018-10-28 11:13:01,071 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 500 18585
INFO 2018-10-28 11:13:04,081 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 213
INFO 2018-10-28 11:13:27,180 basehttp 124 "OPTIONS /user/ HTTP/1.1" 200 0
WARNING 2018-10-28 11:13:27,271 base 152 Not Found: /user/
WARNING 2018-10-28 11:13:27,273 basehttp 124 "GET /user/ HTTP/1.1" 404 2955
INFO 2018-10-28 11:13:35,142 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 11:13:48,521 basehttp 124 "GET /oauth/qq/user/?code=EB3715751E24A1701D163815AED49F73 HTTP/1.1" 200 476
INFO 2018-10-28 11:14:07,852 basehttp 124 "GET /sms_code/13929852254/ HTTP/1.1" 200 16
INFO 2018-10-28 11:14:44,893 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 213
INFO 2018-10-28 11:16:17,486 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 11:16:34,263 basehttp 124 "GET /oauth/qq/user/?code=2DE2B360FB43AEED62E54818C4B214BF HTTP/1.1" 200 476
INFO 2018-10-28 11:16:37,919 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
INFO 2018-10-28 11:17:15,586 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 200 213
INFO 2018-10-28 11:20:10,601 basehttp 124 "GET /oauth/qq/authorization/?next=/ HTTP/1.1" 200 195
INFO 2018-10-28 11:20:28,787 basehttp 124 "GET /oauth/qq/user/?code=E2DEE838FE09B04D3228742BE95D6DB4 HTTP/1.1" 200 476
INFO 2018-10-28 11:20:31,046 basehttp 124 "GET /sms_code/15829651274/ HTTP/1.1" 200 16
INFO 2018-10-28 11:20:59,024 basehttp 124 "OPTIONS /oauth/qq/user/ HTTP/1.1" 200 0
ERROR 2018-10-28 11:20:59,089 exceptions 25 [<oauth.views.QoauthUserView object at 0x7f0b76879630>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 11:20:59,090 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
ERROR 2018-10-28 11:21:06,743 exceptions 25 [<oauth.views.QoauthUserView object at 0x7f0b76891c18>] (1406, "Data too long for column 'openid' at row 1")
ERROR 2018-10-28 11:21:06,744 basehttp 124 "POST /oauth/qq/user/ HTTP/1.1" 507 35
